Source,Location ID,Jurisdiction,Latitude,Longitude,Time Zone,,
DOE-WPTO US Wave dataset,183911,b'Federal',46.3894,-125.115,0,,
Year,Month,Day,Hour,Minute,Significant Wave Height,< 2 meter,< 3 meter
2006,1,1,0,0,4.074510098,1,1
2006,1,1,3,0,4.085080147,1,1
2006,1,1,6,0,4.036139965,1,1
2006,1,1,9,0,4.160739899,1,1
2006,1,1,12,0,5.867980003,1,1
2006,1,1,15,0,6.756899834,1,1
2006,1,1,18,0,7.855860233,1,1
2006,1,1,21,0,7.795919895,1,1
2006,1,2,0,0,8.599510193,1,1
2006,1,2,3,0,8.025440216,1,1
2006,1,2,6,0,7.16918993,1,1
2006,1,2,9,0,6.227489948,1,1
2006,1,2,12,0,5.590929985,1,1
2006,1,2,15,0,5.029250145,1,1
2006,1,2,18,0,4.590640068,1,1
2006,1,2,21,0,4.30354023,1,1
2006,1,3,0,0,4.122369766,1,1
2006,1,3,3,0,3.999249935,1,1
2006,1,3,6,0,3.918080091,1,1
2006,1,3,9,0,3.966109991,1,1
2006,1,3,12,0,4.347229958,1,1
2006,1,3,15,0,4.916110039,1,1
2006,1,3,18,0,5.924300194,1,1
2006,1,3,21,0,5.699779987,1,1
2006,1,4,0,0,5.339009762,1,1
2006,1,4,3,0,6.392320156,1,1
2006,1,4,6,0,7.200449944,1,1
2006,1,4,9,0,7.170489788,1,1
2006,1,4,12,0,6.813109875,1,1
2006,1,4,15,0,6.386209965,1,1
2006,1,4,18,0,6.053050041,1,1
2006,1,4,21,0,5.70472002,1,1
2006,1,5,0,0,5.7582798,1,1
2006,1,5,3,0,5.680419922,1,1
2006,1,5,6,0,7.058060169,1,1
2006,1,5,9,0,8.062350273,1,1
2006,1,5,12,0,8.543319702,1,1
2006,1,5,15,0,7.630440235,1,1
2006,1,5,18,0,7.652309895,1,1
2006,1,5,21,0,6.871329784,1,1
2006,1,6,0,0,6.33686018,1,1
2006,1,6,3,0,6.269269943,1,1
2006,1,6,6,0,5.990399837,1,1
2006,1,6,9,0,5.468820095,1,1
2006,1,6,12,0,5.00153017,1,1
2006,1,6,15,0,4.502870083,1,1
2006,1,6,18,0,4.119999886,1,1
2006,1,6,21,0,3.862529993,1,1
2006,1,7,0,0,3.693650007,1,1
2006,1,7,3,0,3.560039997,1,1
2006,1,7,6,0,3.424920082,1,1
2006,1,7,9,0,3.282680035,1,1
2006,1,7,12,0,3.15967989,1,1
2006,1,7,15,0,3.236769915,1,1
2006,1,7,18,0,3.645469904,1,1
2006,1,7,21,0,3.613430023,1,1
2006,1,8,0,0,3.599669933,1,1
2006,1,8,3,0,3.466919899,1,1
2006,1,8,6,0,3.564409971,1,1
2006,1,8,9,0,3.75206995,1,1
2006,1,8,12,0,3.805799961,1,1
2006,1,8,15,0,3.805140018,1,1
2006,1,8,18,0,3.83494997,1,1
2006,1,8,21,0,4.101240158,1,1
2006,1,9,0,0,4.466889858,1,1
2006,1,9,3,0,4.575089931,1,1
2006,1,9,6,0,5.782479763,1,1
2006,1,9,9,0,5.573579788,1,1
2006,1,9,12,0,5.30284977,1,1
2006,1,9,15,0,4.609590054,1,1
2006,1,9,18,0,4.243440151,1,1
2006,1,9,21,0,4.223659992,1,1
2006,1,10,0,0,4.571219921,1,1
2006,1,10,3,0,4.984509945,1,1
2006,1,10,6,0,5.178160191,1,1
2006,1,10,9,0,6.817669868,1,1
2006,1,10,12,0,6.583469868,1,1
2006,1,10,15,0,5.838119984,1,1
2006,1,10,18,0,5.056529999,1,1
2006,1,10,21,0,4.551300049,1,1
2006,1,11,0,0,4.209469795,1,1
2006,1,11,3,0,4.176010132,1,1
2006,1,11,6,0,4.56332016,1,1
2006,1,11,9,0,4.271430016,1,1
2006,1,11,12,0,4.194660187,1,1
2006,1,11,15,0,4.251540184,1,1
2006,1,11,18,0,4.499780178,1,1
2006,1,11,21,0,4.471859932,1,1
2006,1,12,0,0,4.187890053,1,1
2006,1,12,3,0,3.864010096,1,1
2006,1,12,6,0,3.596120119,1,1
2006,1,12,9,0,3.441920042,1,1
2006,1,12,12,0,3.324409962,1,1
2006,1,12,15,0,3.540309906,1,1
2006,1,12,18,0,4.660309792,1,1
2006,1,12,21,0,5.528399944,1,1
2006,1,13,0,0,5.93998003,1,1
2006,1,13,3,0,5.605279922,1,1
2006,1,13,6,0,5.291049957,1,1
2006,1,13,9,0,4.74985981,1,1
2006,1,13,12,0,4.566289902,1,1
2006,1,13,15,0,4.365640163,1,1
2006,1,13,18,0,4.411640167,1,1
2006,1,13,21,0,4.341549873,1,1
2006,1,14,0,0,4.496399879,1,1
2006,1,14,3,0,4.70761013,1,1
2006,1,14,6,0,4.873589993,1,1
2006,1,14,9,0,4.749559879,1,1
2006,1,14,12,0,4.442530155,1,1
2006,1,14,15,0,4.106229782,1,1
2006,1,14,18,0,3.89060998,1,1
2006,1,14,21,0,3.747090101,1,1
2006,1,15,0,0,3.645740032,1,1
2006,1,15,3,0,3.57013011,1,1
2006,1,15,6,0,3.440629959,1,1
2006,1,15,9,0,3.397530079,1,1
2006,1,15,12,0,3.436000109,1,1
2006,1,15,15,0,3.201430082,1,1
2006,1,15,18,0,2.945120096,0,1
2006,1,15,21,0,2.736710072,0,1
2006,1,16,0,0,2.635890007,0,1
2006,1,16,3,0,2.711730003,0,1
2006,1,16,6,0,3.174479961,1,1
2006,1,16,9,0,3.906049967,1,1
2006,1,16,12,0,4.447659969,1,1
2006,1,16,15,0,4.812660217,1,1
2006,1,16,18,0,3.950860023,1,1
2006,1,16,21,0,3.775990009,1,1
2006,1,17,0,0,4.613629818,1,1
2006,1,17,3,0,5.22341013,1,1
2006,1,17,6,0,4.92854023,1,1
2006,1,17,9,0,4.797520161,1,1
2006,1,17,12,0,4.945370197,1,1
2006,1,17,15,0,5.18584013,1,1
2006,1,17,18,0,5.616049767,1,1
2006,1,17,21,0,5.497570038,1,1
2006,1,18,0,0,5.07614994,1,1
2006,1,18,3,0,4.752120018,1,1
2006,1,18,6,0,4.478010178,1,1
2006,1,18,9,0,4.25883007,1,1
2006,1,18,12,0,4.133500099,1,1
2006,1,18,15,0,4.116859913,1,1
2006,1,18,18,0,4.268089771,1,1
2006,1,18,21,0,4.489500046,1,1
2006,1,19,0,0,4.669419765,1,1
2006,1,19,3,0,4.707270145,1,1
2006,1,19,6,0,4.515429974,1,1
2006,1,19,9,0,4.188650131,1,1
2006,1,19,12,0,3.86680007,1,1
2006,1,19,15,0,3.582380056,1,1
2006,1,19,18,0,3.299289942,1,1
2006,1,19,21,0,3.002640009,1,1
2006,1,20,0,0,2.962290049,0,1
2006,1,20,3,0,3.214629889,1,1
2006,1,20,6,0,4.013249874,1,1
2006,1,20,9,0,3.518079996,1,1
2006,1,20,12,0,3.042370081,1,1
2006,1,20,15,0,2.936199903,0,1
2006,1,20,18,0,3.040380001,1,1
2006,1,20,21,0,3.000060081,1,1
2006,1,21,0,0,2.929209948,0,1
2006,1,21,3,0,2.85777998,0,1
2006,1,21,6,0,2.81366992,0,1
2006,1,21,9,0,2.773890018,0,1
2006,1,21,12,0,2.712199926,0,1
2006,1,21,15,0,2.639650106,0,1
2006,1,21,18,0,2.566659927,0,1
2006,1,21,21,0,2.477370024,0,1
2006,1,22,0,0,2.396320105,0,1
2006,1,22,3,0,2.342600107,0,1
2006,1,22,6,0,2.336110115,0,1
2006,1,22,9,0,2.321180105,0,1
2006,1,22,12,0,2.3245399,0,1
2006,1,22,15,0,2.408770084,0,1
2006,1,22,18,0,2.449500084,0,1
2006,1,22,21,0,2.560139894,0,1
2006,1,23,0,0,2.671530008,0,1
2006,1,23,3,0,2.737440109,0,1
2006,1,23,6,0,2.793329954,0,1
2006,1,23,9,0,2.820669889,0,1
2006,1,23,12,0,2.913180113,0,1
2006,1,23,15,0,3.054290056,1,1
2006,1,23,18,0,3.192019939,1,1
2006,1,23,21,0,3.211509943,1,1
2006,1,24,0,0,3.115139961,1,1
2006,1,24,3,0,2.996860027,0,1
2006,1,24,6,0,2.952440023,0,1
2006,1,24,9,0,3.016330004,1,1
2006,1,24,12,0,3.176470041,1,1
2006,1,24,15,0,3.218029976,1,1
2006,1,24,18,0,3.126569986,1,1
2006,1,24,21,0,2.876810074,0,1
2006,1,25,0,0,2.797580004,0,1
2006,1,25,3,0,3.133059978,1,1
2006,1,25,6,0,3.420160055,1,1
2006,1,25,9,0,3.187220097,1,1
2006,1,25,12,0,3.045289993,1,1
2006,1,25,15,0,2.972840071,0,1
2006,1,25,18,0,2.937829971,0,1
2006,1,25,21,0,3.063390017,1,1
2006,1,26,0,0,3.524849892,1,1
2006,1,26,3,0,4.645209789,1,1
2006,1,26,6,0,5.743939877,1,1
2006,1,26,9,0,5.403480053,1,1
2006,1,26,12,0,4.804460049,1,1
2006,1,26,15,0,4.250780106,1,1
2006,1,26,18,0,4.064119816,1,1
2006,1,26,21,0,4.37609005,1,1
2006,1,27,0,0,3.682519913,1,1
2006,1,27,3,0,3.353379965,1,1
2006,1,27,6,0,3.162019968,1,1
2006,1,27,9,0,2.993560076,0,1
2006,1,27,12,0,3.057569981,1,1
2006,1,27,15,0,3.40982008,1,1
2006,1,27,18,0,3.649970055,1,1
2006,1,27,21,0,3.732739925,1,1
2006,1,28,0,0,3.891609907,1,1
2006,1,28,3,0,5.024879932,1,1
2006,1,28,6,0,6.371650219,1,1
2006,1,28,9,0,5.798639774,1,1
2006,1,28,12,0,5.037909985,1,1
2006,1,28,15,0,4.733839989,1,1
2006,1,28,18,0,4.660960197,1,1
2006,1,28,21,0,4.590829849,1,1
2006,1,29,0,0,4.730120182,1,1
2006,1,29,3,0,4.626599789,1,1
2006,1,29,6,0,4.423830032,1,1
2006,1,29,9,0,4.247809887,1,1
2006,1,29,12,0,4.149199963,1,1
2006,1,29,15,0,4.149889946,1,1
2006,1,29,18,0,5.423049927,1,1
2006,1,29,21,0,5.740869999,1,1
2006,1,30,0,0,5.515120029,1,1
2006,1,30,3,0,5.394169807,1,1
2006,1,30,6,0,5.644390106,1,1
2006,1,30,9,0,4.873179913,1,1
2006,1,30,12,0,4.364570141,1,1
2006,1,30,15,0,4.010680199,1,1
2006,1,30,18,0,3.690749884,1,1
2006,1,30,21,0,3.600049973,1,1
2006,1,31,0,0,3.688560009,1,1
2006,1,31,3,0,3.559730053,1,1
2006,1,31,6,0,3.407249928,1,1
2006,1,31,9,0,3.393539906,1,1
2006,1,31,12,0,3.536710024,1,1
2006,1,31,15,0,4.199319839,1,1
2006,1,31,18,0,5.109970093,1,1
2006,1,31,21,0,6.180669785,1,1
2006,2,1,0,0,6.962349892,1,1
2006,2,1,3,0,5.60240984,1,1
2006,2,1,6,0,5.566959858,1,1
2006,2,1,9,0,5.937990189,1,1
2006,2,1,12,0,6.101349831,1,1
2006,2,1,15,0,6.227169991,1,1
2006,2,1,18,0,5.886710167,1,1
2006,2,1,21,0,5.390250206,1,1
2006,2,2,0,0,5.149859905,1,1
2006,2,2,3,0,4.897679806,1,1
2006,2,2,6,0,4.665959835,1,1
2006,2,2,9,0,4.314740181,1,1
2006,2,2,12,0,4.020420074,1,1
2006,2,2,15,0,3.760780096,1,1
2006,2,2,18,0,3.5615201,1,1
2006,2,2,21,0,3.437900066,1,1
2006,2,3,0,0,3.443059921,1,1
2006,2,3,3,0,3.483530045,1,1
2006,2,3,6,0,3.351069927,1,1
2006,2,3,9,0,3.149830103,1,1
2006,2,3,12,0,3.042200089,1,1
2006,2,3,15,0,3.014450073,1,1
2006,2,3,18,0,3.359839916,1,1
2006,2,3,21,0,4.671949863,1,1
2006,2,4,0,0,5.595240116,1,1
2006,2,4,3,0,6.429359913,1,1
2006,2,4,6,0,8.37967968,1,1
2006,2,4,9,0,8.725950241,1,1
2006,2,4,12,0,10.1656599,1,1
2006,2,4,15,0,11.11812019,1,1
2006,2,4,18,0,10.75356007,1,1
2006,2,4,21,0,9.807519913,1,1
2006,2,5,0,0,8.314310074,1,1
2006,2,5,3,0,6.842339993,1,1
2006,2,5,6,0,5.864309788,1,1
2006,2,5,9,0,5.054359913,1,1
2006,2,5,12,0,4.369050026,1,1
2006,2,5,15,0,3.799770117,1,1
2006,2,5,18,0,3.336359978,1,1
2006,2,5,21,0,3.000349998,1,1
2006,2,6,0,0,2.823970079,0,1
2006,2,6,3,0,2.816699982,0,1
2006,2,6,6,0,3.060319901,1,1
2006,2,6,9,0,3.136120081,1,1
2006,2,6,12,0,3.47171998,1,1
2006,2,6,15,0,3.662669897,1,1
2006,2,6,18,0,3.796910048,1,1
2006,2,6,21,0,3.916130066,1,1
2006,2,7,0,0,3.91979003,1,1
2006,2,7,3,0,3.835309982,1,1
2006,2,7,6,0,3.755530119,1,1
2006,2,7,9,0,3.754909992,1,1
2006,2,7,12,0,3.763829947,1,1
2006,2,7,15,0,3.735039949,1,1
2006,2,7,18,0,3.652899981,1,1
2006,2,7,21,0,3.483870029,1,1
2006,2,8,0,0,3.392019987,1,1
2006,2,8,3,0,3.404979944,1,1
2006,2,8,6,0,3.528160095,1,1
2006,2,8,9,0,3.641669989,1,1
2006,2,8,12,0,3.729219913,1,1
2006,2,8,15,0,3.895879984,1,1
2006,2,8,18,0,3.963150024,1,1
2006,2,8,21,0,4.016489983,1,1
2006,2,9,0,0,3.957050085,1,1
2006,2,9,3,0,3.777420044,1,1
2006,2,9,6,0,3.500030041,1,1
2006,2,9,9,0,3.236190081,1,1
2006,2,9,12,0,3.169310093,1,1
2006,2,9,15,0,3.159620047,1,1
2006,2,9,18,0,3.124749899,1,1
2006,2,9,21,0,2.971699953,0,1
2006,2,10,0,0,2.820709944,0,1
2006,2,10,3,0,2.675549984,0,1
2006,2,10,6,0,2.802599907,0,1
2006,2,10,9,0,3.086889982,1,1
2006,2,10,12,0,3.109210014,1,1
2006,2,10,15,0,3.115469933,1,1
2006,2,10,18,0,3.139719963,1,1
2006,2,10,21,0,2.953360081,0,1
2006,2,11,0,0,2.863859892,0,1
2006,2,11,3,0,2.770440102,0,1
2006,2,11,6,0,2.878999949,0,1
2006,2,11,9,0,2.632019997,0,1
2006,2,11,12,0,2.555500031,0,1
2006,2,11,15,0,2.405189991,0,1
2006,2,11,18,0,2.329250097,0,1
2006,2,11,21,0,2.272530079,0,1
2006,2,12,0,0,2.261810064,0,1
2006,2,12,3,0,2.37361002,0,1
2006,2,12,6,0,2.62638998,0,1
2006,2,12,9,0,2.925260067,0,1
2006,2,12,12,0,3.174510002,1,1
2006,2,12,15,0,3.238320112,1,1
2006,2,12,18,0,3.152590036,1,1
2006,2,12,21,0,3.096699953,1,1
2006,2,13,0,0,3.148269892,1,1
2006,2,13,3,0,3.210920095,1,1
2006,2,13,6,0,3.240600109,1,1
2006,2,13,9,0,3.255759954,1,1
2006,2,13,12,0,3.405550003,1,1
2006,2,13,15,0,4.100349903,1,1
2006,2,13,18,0,4.476739883,1,1
2006,2,13,21,0,4.424620152,1,1
2006,2,14,0,0,4.363759995,1,1
2006,2,14,3,0,4.218870163,1,1
2006,2,14,6,0,3.981770039,1,1
2006,2,14,9,0,3.828419924,1,1
2006,2,14,12,0,3.653759956,1,1
2006,2,14,15,0,3.3605299,1,1
2006,2,14,18,0,3.018520117,1,1
2006,2,14,21,0,2.771759987,0,1
2006,2,15,0,0,2.586430073,0,1
2006,2,15,3,0,2.507800102,0,1
2006,2,15,6,0,2.629199982,0,1
2006,2,15,9,0,2.786880016,0,1
2006,2,15,12,0,2.847690105,0,1
2006,2,15,15,0,2.848400116,0,1
2006,2,15,18,0,2.78102994,0,1
2006,2,15,21,0,2.703890085,0,1
2006,2,16,0,0,2.637290001,0,1
2006,2,16,3,0,2.606810093,0,1
2006,2,16,6,0,2.620919943,0,1
2006,2,16,9,0,2.622450113,0,1
2006,2,16,12,0,2.570630074,0,1
2006,2,16,15,0,2.471669912,0,1
2006,2,16,18,0,2.355619907,0,1
2006,2,16,21,0,2.288389921,0,1
2006,2,17,0,0,2.232409954,0,1
2006,2,17,3,0,2.350159883,0,1
2006,2,17,6,0,2.786870003,0,1
2006,2,17,9,0,3.052350044,1,1
2006,2,17,12,0,3.39902997,1,1
2006,2,17,15,0,4.007820129,1,1
2006,2,17,18,0,3.928649902,1,1
2006,2,17,21,0,3.821029902,1,1
2006,2,18,0,0,3.598829985,1,1
2006,2,18,3,0,3.519190073,1,1
2006,2,18,6,0,3.528310061,1,1
2006,2,18,9,0,3.182100058,1,1
2006,2,18,12,0,3.092099905,1,1
2006,2,18,15,0,3.177469969,1,1
2006,2,18,18,0,2.685169935,0,1
2006,2,18,21,0,2.305510044,0,1
2006,2,19,0,0,1.919849992,0,0
2006,2,19,3,0,1.761610031,0,0
2006,2,19,6,0,1.774449944,0,0
2006,2,19,9,0,1.812880039,0,0
2006,2,19,12,0,1.70510006,0,0
2006,2,19,15,0,1.622349977,0,0
2006,2,19,18,0,1.48676002,0,0
2006,2,19,21,0,1.36353004,0,0
2006,2,20,0,0,1.302090049,0,0
2006,2,20,3,0,1.352830052,0,0
2006,2,20,6,0,1.462949991,0,0
2006,2,20,9,0,1.48597002,0,0
2006,2,20,12,0,1.613180041,0,0
2006,2,20,15,0,1.833250046,0,0
2006,2,20,18,0,2.04073,0,1
2006,2,20,21,0,2.132250071,0,1
2006,2,21,0,0,2.249890089,0,1
2006,2,21,3,0,2.32407999,0,1
2006,2,21,6,0,2.257719994,0,1
2006,2,21,9,0,2.095400095,0,1
2006,2,21,12,0,2.012569904,0,1
2006,2,21,15,0,2.03512001,0,1
2006,2,21,18,0,2.166239977,0,1
2006,2,21,21,0,2.267280102,0,1
2006,2,22,0,0,2.292109966,0,1
2006,2,22,3,0,2.288480043,0,1
2006,2,22,6,0,2.407890081,0,1
2006,2,22,9,0,2.406150103,0,1
2006,2,22,12,0,2.435319901,0,1
2006,2,22,15,0,2.453299999,0,1
2006,2,22,18,0,2.439889908,0,1
2006,2,22,21,0,2.399460077,0,1
2006,2,23,0,0,2.436160088,0,1
2006,2,23,3,0,2.403480053,0,1
2006,2,23,6,0,2.363369942,0,1
2006,2,23,9,0,2.335839987,0,1
2006,2,23,12,0,2.251470089,0,1
2006,2,23,15,0,2.254300117,0,1
2006,2,23,18,0,2.328749895,0,1
2006,2,23,21,0,2.295120001,0,1
2006,2,24,0,0,2.509720087,0,1
2006,2,24,3,0,2.59890008,0,1
2006,2,24,6,0,2.609780073,0,1
2006,2,24,9,0,2.407180071,0,1
2006,2,24,12,0,2.252660036,0,1
2006,2,24,15,0,2.124749899,0,1
2006,2,24,18,0,2.00180006,0,1
2006,2,24,21,0,1.887470007,0,0
2006,2,25,0,0,1.792989969,0,0
2006,2,25,3,0,1.749340057,0,0
2006,2,25,6,0,1.764829993,0,0
2006,2,25,9,0,1.875579953,0,0
2006,2,25,12,0,1.902889967,0,0
2006,2,25,15,0,1.869709969,0,0
2006,2,25,18,0,1.893869996,0,0
2006,2,25,21,0,1.842650056,0,0
2006,2,26,0,0,1.737679958,0,0
2006,2,26,3,0,1.560600042,0,0
2006,2,26,6,0,1.687860012,0,0
2006,2,26,9,0,1.853670001,0,0
2006,2,26,12,0,1.79121995,0,0
2006,2,26,15,0,1.733109951,0,0
2006,2,26,18,0,1.833099961,0,0
2006,2,26,21,0,1.887850046,0,0
2006,2,27,0,0,2.20562005,0,1
2006,2,27,3,0,2.734050035,0,1
2006,2,27,6,0,4.904829979,1,1
2006,2,27,9,0,6.21721983,1,1
2006,2,27,12,0,5.106999874,1,1
2006,2,27,15,0,4.052320004,1,1
2006,2,27,18,0,3.512239933,1,1
2006,2,27,21,0,3.302740097,1,1
2006,2,28,0,0,3.408349991,1,1
2006,2,28,3,0,3.279360056,1,1
2006,2,28,6,0,3.184200048,1,1
2006,2,28,9,0,3.008949995,1,1
2006,2,28,12,0,2.900239944,0,1
2006,2,28,15,0,2.759130001,0,1
2006,2,28,18,0,2.454410076,0,1
2006,2,28,21,0,2.244620085,0,1
2006,3,1,0,0,2.132260084,0,1
2006,3,1,3,0,2.266330004,0,1
2006,3,1,6,0,2.474060059,0,1
2006,3,1,9,0,2.743900061,0,1
2006,3,1,12,0,3.94333005,1,1
2006,3,1,15,0,4.070919991,1,1
2006,3,1,18,0,3.905519962,1,1
2006,3,1,21,0,4.249939919,1,1
2006,3,2,0,0,4.93445015,1,1
2006,3,2,3,0,5.017479897,1,1
2006,3,2,6,0,4.973659992,1,1
2006,3,2,9,0,5.371290207,1,1
2006,3,2,12,0,5.794010162,1,1
2006,3,2,15,0,6.47412014,1,1
2006,3,2,18,0,6.631169796,1,1
2006,3,2,21,0,5.827939987,1,1
2006,3,3,0,0,4.740640163,1,1
2006,3,3,3,0,4.133339882,1,1
2006,3,3,6,0,3.699909925,1,1
2006,3,3,9,0,3.363539934,1,1
2006,3,3,12,0,3.076440096,1,1
2006,3,3,15,0,2.812040091,0,1
2006,3,3,18,0,2.589900017,0,1
2006,3,3,21,0,2.409519911,0,1
2006,3,4,0,0,2.263010025,0,1
2006,3,4,3,0,2.1256001,0,1
2006,3,4,6,0,1.995599985,0,0
2006,3,4,9,0,1.951539993,0,0
2006,3,4,12,0,2.194859982,0,1
2006,3,4,15,0,2.497610092,0,1
2006,3,4,18,0,2.804019928,0,1
2006,3,4,21,0,2.848210096,0,1
2006,3,5,0,0,2.69224,0,1
2006,3,5,3,0,2.743730068,0,1
2006,3,5,6,0,3.367259979,1,1
2006,3,5,9,0,3.914000034,1,1
2006,3,5,12,0,4.643330097,1,1
2006,3,5,15,0,4.793489933,1,1
2006,3,5,18,0,4.480319977,1,1
2006,3,5,21,0,4.189780235,1,1
2006,3,6,0,0,4.094590187,1,1
2006,3,6,3,0,4.211460114,1,1
2006,3,6,6,0,5.261919975,1,1
2006,3,6,9,0,5.407599926,1,1
2006,3,6,12,0,5.42234993,1,1
2006,3,6,15,0,4.98375988,1,1
2006,3,6,18,0,4.555459976,1,1
2006,3,6,21,0,4.07446003,1,1
2006,3,7,0,0,3.656100035,1,1
2006,3,7,3,0,3.238090038,1,1
2006,3,7,6,0,2.851670027,0,1
2006,3,7,9,0,2.608390093,0,1
2006,3,7,12,0,2.548559904,0,1
2006,3,7,15,0,2.831729889,0,1
2006,3,7,18,0,3.035190105,1,1
2006,3,7,21,0,2.777980089,0,1
2006,3,8,0,0,2.523010015,0,1
2006,3,8,3,0,2.36864996,0,1
2006,3,8,6,0,2.339970112,0,1
2006,3,8,9,0,2.44885993,0,1
2006,3,8,12,0,2.962470055,0,1
2006,3,8,15,0,3.521300077,1,1
2006,3,8,18,0,4.19946003,1,1
2006,3,8,21,0,5.051340103,1,1
2006,3,9,0,0,5.485350132,1,1
2006,3,9,3,0,6.334479809,1,1
2006,3,9,6,0,6.227499962,1,1
2006,3,9,9,0,6.095950127,1,1
2006,3,9,12,0,5.876450062,1,1
2006,3,9,15,0,5.673769951,1,1
2006,3,9,18,0,5.371759892,1,1
2006,3,9,21,0,5.255660057,1,1
2006,3,10,0,0,5.406330109,1,1
2006,3,10,3,0,5.640649796,1,1
2006,3,10,6,0,5.660459995,1,1
2006,3,10,9,0,5.56114006,1,1
2006,3,10,12,0,5.437570095,1,1
2006,3,10,15,0,5.309269905,1,1
2006,3,10,18,0,5.180940151,1,1
2006,3,10,21,0,5.042369843,1,1
2006,3,11,0,0,4.910039902,1,1
2006,3,11,3,0,4.802470207,1,1
2006,3,11,6,0,4.720980167,1,1
2006,3,11,9,0,4.625170231,1,1
2006,3,11,12,0,4.488689899,1,1
2006,3,11,15,0,4.284800053,1,1
2006,3,11,18,0,3.997289896,1,1
2006,3,11,21,0,3.702059984,1,1
2006,3,12,0,0,3.443900108,1,1
2006,3,12,3,0,3.214459896,1,1
2006,3,12,6,0,3.026910067,1,1
2006,3,12,9,0,2.85323,0,1
2006,3,12,12,0,2.695199966,0,1
2006,3,12,15,0,2.54241991,0,1
2006,3,12,18,0,2.38854003,0,1
2006,3,12,21,0,2.235419989,0,1
2006,3,13,0,0,2.091710091,0,1
2006,3,13,3,0,1.959210038,0,0
2006,3,13,6,0,1.831359982,0,0
2006,3,13,9,0,1.776960015,0,0
2006,3,13,12,0,2.170399904,0,1
2006,3,13,15,0,2.260519981,0,1
2006,3,13,18,0,2.522989988,0,1
2006,3,13,21,0,2.62838006,0,1
2006,3,14,0,0,2.905400038,0,1
2006,3,14,3,0,3.544199944,1,1
2006,3,14,6,0,2.872560024,0,1
2006,3,14,9,0,2.598510027,0,1
2006,3,14,12,0,2.386460066,0,1
2006,3,14,15,0,2.398360014,0,1
2006,3,14,18,0,2.628599882,0,1
2006,3,14,21,0,3.301929951,1,1
2006,3,15,0,0,3.936209917,1,1
